minute_of_day,sex,age_group,tier_code,tier_label,weighted_minutes,share
60,female,25-34,12,"Socializing, relaxing, and leisure",4143179285,0.033829
60,female,25-34,16,Telephone calls,146632260,0.001197
60,female,25-34,18,Traveling,38223953,0.000312
60,female,35-44,01,Personal care (incl. sleep),115928473822,0.94999
60,female,35-44,02,Household activities,151893381,0.001245
60,female,35-44,03,Caring for and helping household members,403866077,0.00331
60,female,35-44,05,Work and work-related activities,2202193209,0.018046
60,female,35-44,12,"Socializing, relaxing, and leisure",2282510387,0.018704
60,female,35-44,16,Telephone calls,286629244,0.002349
60,female,35-44,18,Traveling,336456353,0.002757
60,female,35-44,50,Insufficient detail,439201733,0.003599
60,female,45-54,01,Personal care (incl. sleep),104714304508,0.944707
60,female,45-54,02,Household activities,263720114,0.002379
60,female,45-54,03,Caring for and helping household members,490485970,0.004425
60,female,45-54,05,Work and work-related activities,1023216368,0.009231
60,female,45-54,06,Education,242347596,0.002186
60,female,45-54,11,Eating and drinking,456287470,0.004117
60,female,45-54,12,"Socializing, relaxing, and leisure",2863017599,0.025829
60,female,45-54,16,Telephone calls,789732350,0.007125
60,female,55-64,01,Personal care (incl. sleep),109363197816,0.946053
60,female,55-64,02,Household activities,325654610,0.002817
60,female,55-64,03,Caring for and helping household members,282300313,0.002442
60,female,55-64,05,Work and work-related activities,723921263,0.006262
60,female,55-64,07,Consumer purchases,99082891,0.000857
60,female,55-64,11,Eating and drinking,468283307,0.004051
60,female,55-64,12,"Socializing, relaxing, and leisure",3927545847,0.033975
60,female,55-64,18,Traveling,376612195,0.003258
60,female,55-64,50,Insufficient detail,32841377,0.000284
60,female,65+,01,Personal care (incl. sleep),169695448420,0.950457
60,female,65+,02,Household activities,769275580,0.004309
60,female,65+,03,Caring for and helping household members,61554647,0.000345
60,female,65+,06,Education,168010522,0.000941
60,female,65+,11,Eating and drinking,31306642,0.000175
60,female,65+,12,"Socializing, relaxing, and leisure",7288883007,0.040825
60,female,65+,14,Religious and spiritual activities,220609749,0.001236
60,female,65+,15,Volunteer activities,47678907,0.000267
60,female,65+,16,Telephone calls,158277943,0.000887
60,female,65+,18,Traveling,62821803,0.000352
60,female,65+,50,Insufficient detail,37116355,0.000208
75,male,15-24,01,Personal care (incl. sleep),110628105781,0.920317
75,male,15-24,05,Work and work-related activities,1174252872,0.009769
75,male,15-24,12,"Socializing, relaxing, and leisure",8048679627,0.066957
75,male,15-24,16,Telephone calls,206016493,0.001714
75,male,15-24,18,Traveling,149410310,0.001243
75,male,25-34,01,Personal care (incl. sleep),112623769536,0.927487
75,male,25-34,02,Household activities,728170096,0.005997
75,male,25-34,03,Caring for and helping household members,430835240,0.003548
75,male,25-34,05,Work and work-related activities,481549643,0.003966
75,male,25-34,11,Eating and drinking,84364311,0.000695
75,male,25-34,12,"Socializing, relaxing, and leisure",6122764044,0.050423
75,male,25-34,14,Religious and spiritual activities,257488600,0.00212
75,male,25-34,18,Traveling,658296428,0.005421
75,male,25-34,50,Insufficient detail,41720826,0.000344
75,male,35-44,01,Personal care (incl. sleep),110374359956,0.915814
75,male,35-44,02,Household activities,334724749,0.002777
75,male,35-44,03,Caring for and helping household members,228923692,0.001899
75,male,35-44,05,Work and work-related activities,1658865345,0.013764
75,male,35-44,06,Education,236805382,0.001965
75,male,35-44,11,Eating and drinking,248099149,0.002059
75,male,35-44,12,"Socializing, relaxing, and leisure",6954112217,0.057701
75,male,35-44,18,Traveling,414918015,0.003443
75,male,35-44,50,Insufficient detail,69641118,0.000578
75,male,45-54,01,Personal care (incl. sleep),102179402523,0.937989
75,male,45-54,03,Caring for and helping household members,140361335,0.001288
75,male,45-54,05,Work and work-related activities,2124080773,0.019499
75,male,45-54,11,Eating and drinking,215371628,0.001977
75,male,45-54,12,"Socializing, relaxing, and leisure",3601255094,0.033059
75,male,45-54,13,"Sports, exercise, and recreation",156994554,0.001441
75,male,45-54,14,Religious and spiritual activities,329482439,0.003025
75,male,45-54,15,Volunteer activities,117362890,0.001077
75,male,45-54,18,Traveling,70180667,0.000644
75,male,55-64,01,Personal care (incl. sleep),102090982016,0.922302
75,male,55-64,02,Household activities,271441747,0.002452
75,male,55-64,03,Caring for and helping household members,314904091,0.002845
75,male,55-64,05,Work and work-related activities,3466746328,0.031319
75,male,55-64,12,"Socializing, relaxing, and leisure",4547384056,0.041082
75,male,65+,01,Personal care (incl. sleep),143188456304,0.958171
75,male,65+,02,Household activities,600840227,0.004021
75,male,65+,03,Caring for and helping household members,96473332,0.000646
75,male,65+,05,Work and work-related activities,164088065,0.001098
75,male,65+,11,Eating and drinking,553900557,0.003707
75,male,65+,12,"Socializing, relaxing, and leisure",4360674153,0.02918
75,male,65+,13,"Sports, exercise, and recreation",154178684,0.001032
75,male,65+,14,Religious and spiritual activities,192215586,0.001286
75,male,65+,18,Traveling,128451423,0.00086
75,female,15-24,01,Personal care (incl. sleep),108264367414,0.920781
75,female,15-24,02,Household activities,303937057,0.002585
75,female,15-24,05,Work and work-related activities,272797539,0.00232
75,female,15-24,06,Education,543454722,0.004622
75,female,15-24,12,"Socializing, relaxing, and leisure",5774606203,0.049113
75,female,15-24,16,Telephone calls,1936955591,0.016474
75,female,15-24,18,Traveling,438678013,0.003731
75,female,15-24,50,Insufficient detail,44009025,0.000374
75,female,25-34,01,Personal care (incl. sleep),116327038373,0.949803
75,female,25-34,03,Caring for and helping household members,697051409,0.005691
75,female,25-34,05,Work and work-related activities,873065594,0.007129
75,female,25-34,11,Eating and drinking,123532395,0.001009
75,female,25-34,12,"Socializing, relaxing, and leisure",3960055531,0.032334
75,female,25-34,16,Telephone calls,146632260,0.001197
75,female,25-34,18,Traveling,347491342,0.002837
75,female,35-44,01,Personal care (incl. sleep),115883787671,0.949624
75,female,35-44,02,Household activities,435906390,0.003572
75,female,35-44,03,Caring for and helping household members,221981867,0.001819
75,female,35-44,05,Work and work-related activities,2202193209,0.018046
75,female,35-44,12,"Socializing, relaxing, and leisure",2350499337,0.019261
75,female,35-44,16,Telephone calls,286629244,0.002349
75,female,35-44,18,Traveling,211024756,0.001729
75,female,35-44,50,Insufficient detail,439201733,0.003599
75,female,45-54,01,Personal care (incl. sleep),105524576320,0.952017
75,female,45-54,02,Household activities,105023274,0.000947
75,female,45-54,03,Caring for and helping household members,490485970,0.004425
75,female,45-54,05,Work and work-related activities,959785792,0.008659
75,female,45-54,06,Education,242347596,0.002186
75,female,45-54,11,Eating and drinking,354768455,0.003201
75,female,45-54,12,"Socializing, relaxing, and leisure",2685775845,0.02423
75,female,45-54,16,Telephone calls,416918146,0.003761
75,female,45-54,18,Traveling,63430576,0.000572
75,female,55-64,01,Personal care (incl. sleep),109853793549,0.950297
75,female,55-64,02,Household activities,269794850,0.002334
75,female,55-64,05,Work and work-related activities,867166580,0.007501
75,female,55-64,07,Consumer purchases,99082891,0.000857
75,female,55-64,11,Eating and drinking,325037989,0.002812
75,female,55-64,12,"Socializing, relaxing, and leisure",4026517127,0.034832
75,female,55-64,18,Traveling,158046632,0.001367
75,female,65+,01,Personal care (incl. sleep),170068021940,0.952543
75,female,65+,02,Household activities,641952770,0.003596
75,female,65+,06,Education,168010522,0.000941
75,female,65+,11,Eating and drinking,81384379,0.000456
75,female,65+,12,"Socializing, relaxing, and leisure",6923731685,0.03878
75,female,65+,14,Religious and spiritual activities,312119388,0.001748
75,female,65+,16,Telephone calls,125025455,0.0007
75,female,65+,18,Traveling,183621080,0.001028
75,female,65+,50,Insufficient detail,37116355,0.000208
90,male,15-24,01,Personal care (incl. sleep),111511325755,0.927665
90,male,15-24,02,Household activities,158844000,0.001321
90,male,15-24,05,Work and work-related activities,1174252872,0.009769
90,male,15-24,12,"Socializing, relaxing, and leisure",7362042456,0.061245
90,male,25-34,01,Personal care (incl. sleep),114286874133,0.941183
90,male,25-34,02,Household activities,349502356,0.002878
90,male,25-34,03,Caring for and helping household members,85366598,0.000703
90,male,25-34,05,Work and work-related activities,481549643,0.003966
90,male,25-34,12,"Socializing, relaxing, and leisure",5194425306,0.042777
90,male,25-34,14,Religious and spiritual activities,257488600,0.00212
90,male,25-34,18,Traveling,732031261,0.006028
90,male,25-34,50,Insufficient detail,41720826,0.000344
90,male,35-44,01,Personal care (incl. sleep),111985023720,0.929179
90,male,35-44,02,Household activities,305050733,0.002531
90,male,35-44,03,Caring for and helping household members,114144127,0.000947
90,male,35-44,05,Work and work-related activities,1463914480,0.012147
90,male,35-44,06,Education,236805382,0.001965
90,male,35-44,11,Eating and drinking,121133715,0.001005
90,male,35-44,12,"Socializing, relaxing, and leisure",5870515289,0.04871
90,male,35-44,18,Traveling,354221058,0.002939
90,male,35-44,50,Insufficient detail,69641118,0.000578
90,male,45-54,01,Personal care (incl. sleep),102356974068,0.93962
90,male,45-54,02,Household activities,166252791,0.001526
90,male,45-54,05,Work and work-related activities,2124080773,0.019499
90,male,45-54,11,Eating and drinking,215371628,0.001977
90,male,45-54,12,"Socializing, relaxing, and leisure",3331298916,0.030581
90,male,45-54,14,Religious and spiritual activities,329482439,0.003025
90,male,45-54,15,Volunteer activities,117362890,0.001077
90,male,45-54,18,Traveling,293668398,0.002696
90,male,55-64,01,Personal care (incl. sleep),103197085040,0.932295
90,male,55-64,02,Household activities,253410304,0.002289
90,male,55-64,03,Caring for and helping household members,314904091,0.002845
90,male,55-64,05,Work and work-related activities,3017027035,0.027256
90,male,55-64,11,Eating and drinking,490971618,0.004435
90,male,55-64,12,"Socializing, relaxing, and leisure",3418060151,0.030879
90,male,65+,01,Personal care (incl. sleep),143989214986,0.96353
90,male,65+,02,Household activities,695760064,0.004656
90,male,65+,03,Caring for and helping household members,96473332,0.000646
90,male,65+,05,Work and work-related activities,164088065,0.001098
90,male,65+,11,Eating and drinking,374733661,0.002508
90,male,65+,12,"Socializing, relaxing, and leisure",3644162529,0.024386
90,male,65+,13,"Sports, exercise, and recreation",154178684,0.001032
90,male,65+,14,Religious and spiritual activities,192215586,0.001286
90,male,65+,18,Traveling,42817141,0.000287
90,male,65+,50,Insufficient detail,85634282,0.000573
90,female,15-24,01,Personal care (incl. sleep),109276003146,0.929385
90,female,15-24,02,Household activities,303937057,0.002585
90,female,15-24,03,Caring for and helping household members,29818050,0.000254
90,female,15-24,06,Education,543454722,0.004622
90,female,15-24,12,"Socializing, relaxing, and leisure",5746743669,0.048876
90,female,15-24,16,Telephone calls,1274024304,0.010835
90,female,15-24,18,Traveling,272797539,0.00232
90,female,15-24,50,Insufficient detail,132027076,0.001123
90,female,25-34,01,Personal care (incl. sleep),117041820630,0.95564
90,female,25-34,02,Household activities,172007786,0.001404
90,female,25-34,03,Caring for and helping household members,732079841,0.005977
90,female,25-34,05,Work and work-related activities,873065594,0.007129
90,female,25-34,11,Eating and drinking,238204252,0.001945
90,female,25-34,12,"Socializing, relaxing, and leisure",3119027295,0.025467
90,female,25-34,16,Telephone calls,146632260,0.001197
90,female,25-34,18,Traveling,152029245,0.001241
90,female,35-44,01,Personal care (incl. sleep),115930543968,0.950007
90,female,35-44,02,Household activities,455040868,0.003729
90,female,35-44,03,Caring for and helping household members,462876399,0.003793
90,female,35-44,05,Work and work-related activities,2202193209,0.018046
90,female,35-44,07,Consumer purchases,267520628,0.002192
90,female,35-44,11,Eating and drinking,235650573,0.001931
90,female,35-44,12,"Socializing, relaxing, and leisure",1925612911,0.01578
90,female,35-44,16,Telephone calls,19108616,0.000157
90,female,35-44,18,Traveling,93475302,0.000766
90,female,35-44,50,Insufficient detail,439201733,0.003599
90,female,45-54,01,Personal care (incl. sleep),105636801530,0.95303
90,female,45-54,02,Household activities,105023274,0.000947
90,female,45-54,03,Caring for and helping household members,490485970,0.004425
90,female,45-54,05,Work and work-related activities,718314186,0.00648
90,female,45-54,06,Education,242347596,0.002186
90,female,45-54,11,Eating and drinking,559585320,0.005048
90,female,45-54,12,"Socializing, relaxing, and leisure",2805909136,0.025314
90,female,45-54,16,Telephone calls,203699657,0.001838
90,female,45-54,18,Traveling,80945306,0.00073
90,female,55-64,01,Personal care (incl. sleep),110760394879,0.95814
90,female,55-64,02,Household activities,431300377,0.003731
90,female,55-64,05,Work and work-related activities,848683275,0.007342
90,female,55-64,11,Eating and drinking,343521295,0.002972
90,female,55-64,12,"Socializing, relaxing, and leisure",2909731514,0.025171
90,female,55-64,14,Religious and spiritual activities,82962708,0.000718
90,female,55-64,18,Traveling,222845573,0.001928
90,female,65+,01,Personal care (incl. sleep),171012834796,0.957835
90,female,65+,02,Household activities,644847229,0.003612
90,female,65+,06,Education,168010522,0.000941
90,female,65+,11,Eating and drinking,81384379,0.000456
90,female,65+,12,"Socializing, relaxing, and leisure",6057407279,0.033927
90,female,65+,14,Religious and spiritual activities,312119388,0.001748
90,female,65+,16,Telephone calls,125025455,0.0007
90,female,65+,18,Traveling,102238171,0.000573
90,female,65+,50,Insufficient detail,37116355,0.000208
