minute_of_day,diary_minute,tier_code,tier_label,weighted_minutes,share
38,1238,11,Eating and drinking,234080055,0.002343
38,1238,12,"Socializing, relaxing, and leisure",5928215047,0.05935
38,1238,13,"Sports, exercise, and recreation",55465429,0.000555
38,1238,14,Religious and spiritual activities,65014784,0.000651
38,1238,15,Volunteer activities,15247250,0.000153
38,1238,16,Telephone calls,265679946,0.00266
38,1238,18,Traveling,264820899,0.002651
38,1238,50,Insufficient detail,24517314,0.000245
39,1239,01,Personal care (incl. sleep),91195737000,0.912998
39,1239,02,Household activities,363145925,0.003636
39,1239,03,Caring for and helping household members,203996580,0.002042
39,1239,05,Work and work-related activities,1125219339,0.011265
39,1239,06,Education,139446205,0.001396
39,1239,07,Consumer purchases,5383142,0.000054
39,1239,11,Eating and drinking,234080055,0.002343
39,1239,12,"Socializing, relaxing, and leisure",5928215047,0.05935
39,1239,13,"Sports, exercise, and recreation",55465429,0.000555
39,1239,14,Religious and spiritual activities,65014784,0.000651
39,1239,15,Volunteer activities,15247250,0.000153
39,1239,16,Telephone calls,265679946,0.00266
39,1239,18,Traveling,264820899,0.002651
39,1239,50,Insufficient detail,24517314,0.000245
40,1240,01,Personal care (incl. sleep),91335976608,0.914402
40,1240,02,Household activities,413483475,0.00414
40,1240,03,Caring for and helping household members,177202368,0.001774
40,1240,05,Work and work-related activities,1103631467,0.011049
40,1240,06,Education,139446205,0.001396
40,1240,07,Consumer purchases,5383142,0.000054
40,1240,11,Eating and drinking,155925837,0.001561
40,1240,12,"Socializing, relaxing, and leisure",5879926014,0.058866
40,1240,13,"Sports, exercise, and recreation",55465429,0.000555
40,1240,14,Religious and spiritual activities,65014784,0.000651
40,1240,15,Volunteer activities,15247250,0.000153
40,1240,16,Telephone calls,265679946,0.00266
40,1240,18,Traveling,242067524,0.002423
40,1240,50,Insufficient detail,31518866,0.000316
41,1241,01,Personal care (incl. sleep),91335976608,0.914402
41,1241,02,Household activities,413483475,0.00414
41,1241,03,Caring for and helping household members,177202368,0.001774
41,1241,05,Work and work-related activities,1103631467,0.011049
41,1241,06,Education,139446205,0.001396
41,1241,07,Consumer purchases,5383142,0.000054
41,1241,11,Eating and drinking,168970888,0.001692
41,1241,12,"Socializing, relaxing, and leisure",5879926014,0.058866
41,1241,13,"Sports, exercise, and recreation",55465429,0.000555
41,1241,14,Religious and spiritual activities,65014784,0.000651
41,1241,15,Volunteer activities,15247250,0.000153
41,1241,16,Telephone calls,265679946,0.00266
41,1241,18,Traveling,229022473,0.002293
41,1241,50,Insufficient detail,31518866,0.000316
42,1242,01,Personal care (incl. sleep),91335976608,0.914402
42,1242,02,Household activities,413483475,0.00414
42,1242,03,Caring for and helping household members,177202368,0.001774
42,1242,05,Work and work-related activities,1103631467,0.011049
42,1242,06,Education,139446205,0.001396
42,1242,07,Consumer purchases,5383142,0.000054
42,1242,11,Eating and drinking,160502775,0.001607
42,1242,12,"Socializing, relaxing, and leisure",5864463569,0.058712
42,1242,13,"Sports, exercise, and recreation",55465429,0.000555
42,1242,14,Religious and spiritual activities,65014784,0.000651
42,1242,15,Volunteer activities,15247250,0.000153
42,1242,16,Telephone calls,265679946,0.00266
42,1242,18,Traveling,252953032,0.002532
42,1242,50,Insufficient detail,31518866,0.000316
43,1243,01,Personal care (incl. sleep),91363353506,0.914677
43,1243,02,Household activities,413483475,0.00414
43,1243,03,Caring for and helping household members,177202368,0.001774
43,1243,05,Work and work-related activities,1103631467,0.011049
43,1243,06,Education,139446205,0.001396
43,1243,07,Consumer purchases,5383142,0.000054
43,1243,11,Eating and drinking,160502775,0.001607
43,1243,12,"Socializing, relaxing, and leisure",5852588123,0.058593
43,1243,13,"Sports, exercise, and recreation",55465429,0.000555
43,1243,14,Religious and spiritual activities,65014784,0.000651
43,1243,15,Volunteer activities,15247250,0.000153
43,1243,16,Telephone calls,250178494,0.002505
43,1243,18,Traveling,252953032,0.002532
43,1243,50,Insufficient detail,31518866,0.000316
44,1244,01,Personal care (incl. sleep),91363353506,0.914677
44,1244,02,Household activities,413483475,0.00414
44,1244,03,Caring for and helping household members,177202368,0.001774
44,1244,05,Work and work-related activities,1103631467,0.011049
44,1244,06,Education,139446205,0.001396
44,1244,07,Consumer purchases,5383142,0.000054
44,1244,11,Eating and drinking,160502775,0.001607
44,1244,12,"Socializing, relaxing, and leisure",5852588123,0.058593
44,1244,13,"Sports, exercise, and recreation",55465429,0.000555
44,1244,14,Religious and spiritual activities,65014784,0.000651
44,1244,15,Volunteer activities,15247250,0.000153
44,1244,16,Telephone calls,250178494,0.002505
44,1244,18,Traveling,252953032,0.002532
44,1244,50,Insufficient detail,31518866,0.000316
45,1245,01,Personal care (incl. sleep),91568075188,0.916726
45,1245,02,Household activities,397269732,0.003977
45,1245,03,Caring for and helping household members,141638368,0.001418
45,1245,05,Work and work-related activities,1103801830,0.011051
45,1245,06,Education,139446205,0.001396
45,1245,07,Consumer purchases,5383142,0.000054
45,1245,11,Eating and drinking,159470782,0.001597
45,1245,12,"Socializing, relaxing, and leisure",5693390725,0.056999
45,1245,13,"Sports, exercise, and recreation",55465429,0.000555
45,1245,14,Religious and spiritual activities,92105704,0.000922
45,1245,15,Volunteer activities,15247250,0.000153
45,1245,16,Telephone calls,250178494,0.002505
45,1245,18,Traveling,232977200,0.002332
45,1245,50,Insufficient detail,31518866,0.000316
46,1246,01,Personal care (incl. sleep),91568075188,0.916726
46,1246,02,Household activities,397269732,0.003977
46,1246,03,Caring for and helping household members,141638368,0.001418
46,1246,05,Work and work-related activities,1103801830,0.011051
46,1246,06,Education,139446205,0.001396
46,1246,07,Consumer purchases,5383142,0.000054
46,1246,11,Eating and drinking,159470782,0.001597
46,1246,12,"Socializing, relaxing, and leisure",5693390725,0.056999
46,1246,13,"Sports, exercise, and recreation",55465429,0.000555
46,1246,14,Religious and spiritual activities,92105704,0.000922
46,1246,15,Volunteer activities,15247250,0.000153
46,1246,16,Telephone calls,250178494,0.002505
46,1246,18,Traveling,232977200,0.002332
46,1246,50,Insufficient detail,31518866,0.000316
47,1247,01,Personal care (incl. sleep),91575297277,0.916798
47,1247,02,Household activities,390047643,0.003905
47,1247,03,Caring for and helping household members,141638368,0.001418
47,1247,05,Work and work-related activities,1103801830,0.011051
47,1247,06,Education,139446205,0.001396
47,1247,07,Consumer purchases,5383142,0.000054
47,1247,11,Eating and drinking,159470782,0.001597
47,1247,12,"Socializing, relaxing, and leisure",5693390725,0.056999
47,1247,13,"Sports, exercise, and recreation",55465429,0.000555
47,1247,14,Religious and spiritual activities,92105704,0.000922
47,1247,15,Volunteer activities,15247250,0.000153
47,1247,16,Telephone calls,250178494,0.002505
47,1247,18,Traveling,232977200,0.002332
47,1247,50,Insufficient detail,31518866,0.000316
48,1248,01,Personal care (incl. sleep),91575297277,0.916798
48,1248,02,Household activities,390047643,0.003905
48,1248,03,Caring for and helping household members,141638368,0.001418
48,1248,05,Work and work-related activities,1103801830,0.011051
48,1248,06,Education,139446205,0.001396
48,1248,07,Consumer purchases,5383142,0.000054
48,1248,11,Eating and drinking,159470782,0.001597
48,1248,12,"Socializing, relaxing, and leisure",5693390725,0.056999
48,1248,13,"Sports, exercise, and recreation",55465429,0.000555
48,1248,14,Religious and spiritual activities,92105704,0.000922
48,1248,15,Volunteer activities,15247250,0.000153
48,1248,16,Telephone calls,250178494,0.002505
48,1248,18,Traveling,232977200,0.002332
48,1248,50,Insufficient detail,31518866,0.000316
49,1249,01,Personal care (incl. sleep),91575297277,0.916798
49,1249,02,Household activities,395073498,0.003955
49,1249,03,Caring for and helping household members,141638368,0.001418
49,1249,05,Work and work-related activities,1103801830,0.011051
49,1249,06,Education,139446205,0.001396
49,1249,07,Consumer purchases,5383142,0.000054
49,1249,11,Eating and drinking,159470782,0.001597
49,1249,12,"Socializing, relaxing, and leisure",5693390725,0.056999
49,1249,13,"Sports, exercise, and recreation",55465429,0.000555
49,1249,14,Religious and spiritual activities,92105704,0.000922
49,1249,15,Volunteer activities,15247250,0.000153
49,1249,16,Telephone calls,250178494,0.002505
49,1249,18,Traveling,232977200,0.002332
49,1249,50,Insufficient detail,26493011,0.000265
50,1250,01,Personal care (incl. sleep),91670611708,0.917753
50,1250,02,Household activities,342488531,0.003429
50,1250,03,Caring for and helping household members,127485277,0.001276
50,1250,05,Work and work-related activities,1103801830,0.011051
50,1250,06,Education,162375346,0.001626
50,1250,07,Consumer purchases,5383142,0.000054
50,1250,11,Eating and drinking,152759791,0.001529
50,1250,12,"Socializing, relaxing, and leisure",5630989780,0.056374
50,1250,13,"Sports, exercise, and recreation",55465429,0.000555
50,1250,14,Religious and spiritual activities,87060545,0.000872
50,1250,15,Volunteer activities,11002786,0.00011
50,1250,16,Telephone calls,287748322,0.002881
50,1250,18,Traveling,205882727,0.002061
50,1250,50,Insufficient detail,42913699,0.00043
51,1251,01,Personal care (incl. sleep),91724627331,0.918293
51,1251,02,Household activities,342488531,0.003429
51,1251,03,Caring for and helping household members,127485277,0.001276
51,1251,05,Work and work-related activities,1103801830,0.011051
51,1251,06,Education,162375346,0.001626
51,1251,07,Consumer purchases,5383142,0.000054
51,1251,11,Eating and drinking,152759791,0.001529
51,1251,12,"Socializing, relaxing, and leisure",5576974157,0.055833
51,1251,13,"Sports, exercise, and recreation",55465429,0.000555
51,1251,14,Religious and spiritual activities,87060545,0.000872
51,1251,15,Volunteer activities,11002786,0.00011
51,1251,16,Telephone calls,287748322,0.002881
51,1251,18,Traveling,205882727,0.002061
51,1251,50,Insufficient detail,42913699,0.00043
52,1252,01,Personal care (incl. sleep),91733095444,0.918378
52,1252,02,Household activities,363172542,0.003636
52,1252,03,Caring for and helping household members,127485277,0.001276
52,1252,05,Work and work-related activities,1103801830,0.011051
52,1252,06,Education,162375346,0.001626
52,1252,07,Consumer purchases,5383142,0.000054
52,1252,11,Eating and drinking,152759791,0.001529
52,1252,12,"Socializing, relaxing, and leisure",5556290147,0.055626
52,1252,13,"Sports, exercise, and recreation",55465429,0.000555
52,1252,14,Religious and spiritual activities,87060545,0.000872
52,1252,15,Volunteer activities,11002786,0.00011
52,1252,16,Telephone calls,287748322,0.002881
52,1252,18,Traveling,197414614,0.001976
52,1252,50,Insufficient detail,42913699,0.00043
53,1253,01,Personal care (incl. sleep),91755218856,0.9186
53,1253,02,Household activities,341049130,0.003414
53,1253,03,Caring for and helping household members,127485277,0.001276
53,1253,05,Work and work-related activities,1103801830,0.011051
53,1253,06,Education,162375346,0.001626
53,1253,07,Consumer purchases,5383142,0.000054
53,1253,11,Eating and drinking,152759791,0.001529
53,1253,12,"Socializing, relaxing, and leisure",5556290147,0.055626
53,1253,13,"Sports, exercise, and recreation",55465429,0.000555
53,1253,14,Religious and spiritual activities,87060545,0.000872
53,1253,15,Volunteer activities,11002786,0.00011
53,1253,16,Telephone calls,287748322,0.002881
53,1253,18,Traveling,197414614,0.001976
53,1253,50,Insufficient detail,42913699,0.00043
54,1254,01,Personal care (incl. sleep),91755218856,0.9186
54,1254,02,Household activities,341049130,0.003414
54,1254,03,Caring for and helping household members,127485277,0.001276
54,1254,05,Work and work-related activities,1103801830,0.011051
54,1254,06,Education,162375346,0.001626
54,1254,07,Consumer purchases,5383142,0.000054
54,1254,11,Eating and drinking,152759791,0.001529
54,1254,12,"Socializing, relaxing, and leisure",5556290147,0.055626
54,1254,13,"Sports, exercise, and recreation",55465429,0.000555
54,1254,14,Religious and spiritual activities,87060545,0.000872
54,1254,15,Volunteer activities,11002786,0.00011
54,1254,16,Telephone calls,287748322,0.002881
54,1254,18,Traveling,197414614,0.001976
54,1254,50,Insufficient detail,42913699,0.00043
55,1255,01,Personal care (incl. sleep),91827520743,0.919324
55,1255,02,Household activities,283955007,0.002843
55,1255,03,Caring for and helping household members,139796207,0.0014
55,1255,05,Work and work-related activities,1103801830,0.011051
55,1255,06,Education,162375346,0.001626
55,1255,07,Consumer purchases,5383142,0.000054
55,1255,11,Eating and drinking,162911692,0.001631
55,1255,12,"Socializing, relaxing, and leisure",5600198570,0.056066
55,1255,13,"Sports, exercise, and recreation",55465429,0.000555
55,1255,14,Religious and spiritual activities,87060545,0.000872
55,1255,15,Volunteer activities,11002786,0.00011
55,1255,16,Telephone calls,228403360,0.002287
55,1255,18,Traveling,182182109,0.001824
55,1255,50,Insufficient detail,35912148,0.00036
56,1256,01,Personal care (incl. sleep),91817207662,0.91922
56,1256,02,Household activities,283955007,0.002843
56,1256,03,Caring for and helping household members,139796207,0.0014
56,1256,05,Work and work-related activities,1103801830,0.011051
56,1256,06,Education,162375346,0.001626
56,1256,07,Consumer purchases,5383142,0.000054
56,1256,11,Eating and drinking,162911692,0.001631
56,1256,12,"Socializing, relaxing, and leisure",5610511651,0.056169
56,1256,13,"Sports, exercise, and recreation",55465429,0.000555
56,1256,14,Religious and spiritual activities,87060545,0.000872
56,1256,15,Volunteer activities,11002786,0.00011
56,1256,16,Telephone calls,228403360,0.002287
56,1256,18,Traveling,182182109,0.001824
56,1256,50,Insufficient detail,35912148,0.00036
57,1257,01,Personal care (incl. sleep),91847023575,0.919519
57,1257,02,Household activities,283955007,0.002843
57,1257,03,Caring for and helping household members,139796207,0.0014
57,1257,04,Caring for and helping nonhousehold members,15462445,0.000155
57,1257,05,Work and work-related activities,1103801830,0.011051
57,1257,06,Education,162375346,0.001626
57,1257,07,Consumer purchases,5383142,0.000054
57,1257,11,Eating and drinking,162911692,0.001631
57,1257,12,"Socializing, relaxing, and leisure",5580695738,0.055871
57,1257,13,"Sports, exercise, and recreation",55465429,0.000555
57,1257,14,Religious and spiritual activities,87060545,0.000872
